6570,2
6573,2
6574,8
6579,62
6583,62
6584,62
6592,9
6594,326
6595,326
6611,302
6612,590
6613,590
6614,590
6615,590
6616,974
6617,974
6618,974
6620,1214
6621,1214
6624,1214
6628,1538
6629,1874
6633,1874
6636,1874
6638,2162
6639,2306
6640,2448
6641,2448
6642,2448
6643,2544
6645,2544
6646,2544
6648,2544
6650,2544
6654,2544
6659,2544
6662,2544
6663,2544
6666,2544
6672,2544
6674,2544
6675,2544
6677,2544
6681,2544
6683,2544
6688,974
6690,1214
6692,1538
6693,1874
6694,2162
6696,2544
6699,9
6700,2544
6702,2544
6706,974
6709,2544
6710,2544
6711,2544
6712,2544
6714,2544
6719,2544
6724,2544
6729,2544
6731,2544
6733,2544
6737,2544
6738,2544
6740,2544
6741,2544
6744,2544
6747,974
6749,2544
6751,2544
6752,2544
6755,2544
6757,2544
6759,2544
6761,2544
6762,2544
6763,2544
6768,2544
6770,2544
6772,2544
6773,2544
6774,2544
6776,2544
6778,2544
6843,2
6847,140
6850,590
6854,1214
6858,1214
6860,2448
6864,58
6868,124
6874,2448
6877,84
6879,300
6881,732
6882,732
6884,300
6885,732
6890,1450
6891,1450
6892,1450
6901,974
6904,2448
6909,2544
6911,2544
6912,2544
6913,9
6919,2544
6921,2544
6923,2544
6924,2544
6925,2544
6927,2544
6929,974
6931,2544
6939,974
6940,2544
6942,2544
6944,2544
6946,2544
6953,2544
6956,2544
6957,2544
6960,2544
6961,2544
6966,12
6998,1
7003,2
7005,612
7006,2400
7008,2544
7013,2544
7017,2544
7018,2544
7020,2544
7024,2544
7026,2544
7031,2544
7033,2544
7035,2544
7036,974
7037,2544
7039,2544
7040,2544
7042,2544
7043,2544
7045,2544
7047,2544
7048,2544
7052,2544
7053,2544
7054,2544
7055,2544
7056,2544
7058,2544
7061,2544
7063,2544
7065,2544
7069,2544
7078,2544
7080,2544
7083,2544
7087,2544
7088,2544
7090,2544
7091,2544
7092,2544
7095,2544
7097,2544
7098,2544
7099,2544
7101,2544
7105,2544
7108,2544
7109,2544
7110,2544
7112,2544
7114,2544
7117,2544
7118,2544
7120,2544
7122,2544
7123,2544
7124,2544
7125,2544
7127,2544
7128,2544
7131,2544
7132,2544
7133,2544
7135,2544
7137,2544
7139,2544
7142,2544
7144,2544
7145,2544
7188,3
7211,62
7212,590
7213,1214
7217,2544
7218,2544
7220,9
7221,2544
7234,2544
7236,2544
7239,2544
7240,2544
7242,2544
7245,2544
7252,2544
7253,2544
7256,2544
7259,2544
7264,2544
7265,2544
7266,2544
7270,2544
7271,2544
7274,2544
7299,150
7300,150
7304,62
7308,590
7309,2544
7310,2544
7314,2544
7315,2544
7317,2544
7320,2544
7321,2544
7324,2544
7328,2544
7331,2544
7333,2544
7334,2544
7358,26
7406,150
7407,150
7427,40
7428,40
7433,244
7435,244
7436,460
7437,460
7438,456
7439,552
7440,552
7441,288
7442,288
7443,288
7444,620
7446,620
7447,620
7448,620
7449,620
7450,620
7453,620
7454,620
7456,620
7457,620
7459,460
7460,460
7464,460
7466,607
7467,733
7468,733
7471,733
7472,733
7473,733
7474,733
7475,733
7477,733
7480,733
7481,733
7482,733
7483,620
7485,733
7486,733
7487,733
7488,733
7489,733
7490,733
7491,733
7492,271
