5839,1213
5840,1213
5842,1549
5845,1729
5848,1729
5849,2017
5856,2161
5862,2305
5864,2305
5865,2305
5868,2448
5872,2448
5873,2448
5876,2448 
5878,2448 
5880,2544 
5882,2544
5883,2544 
5887,2544 
5962,2447 
5963,2544 
5965,2543 
5966,2543 
5971,2544 
5974,2544 
5976,2543 
5979,2544 
5984,2544 
6019,591 
6020,2544 
6021,2543 
6024,2544 
6026,2544 
6030,2544
6031,2543 
6035,2544 
6041,2543 
6044,2543 
6046,2556 
6048,2556 
6050,2543 
6052,2543 
6053,2543 
6054,2543 
6055,2544 
6057,2543 
6060,2543 
6061,2542 
6072,589 
6082,972 
6084,1152 
6086,1344 
6089,1343 
6090,1535 
6091,1728 
6093,1727 
6094,1728 
6096,1728 
6097,1727 
6098,1919 
6104,1535 
6105,1727 
6106,1727 
6110,1728 
6114,1728 
6116,1727 
6119,1727 
6123,2208 
6136,973 
6138,1151 
6140,1535 
6141,1538 
6142,1537 
6143,1537 
6146,1537 
6147,1537 
6152,1151 
6155,1151 
6156,1152 
6158,1152 
6159,1343 
6160,1343 
6161,1537 
6165,1151 
6167,1120 
6168,1344 
6169,1568 
6170,1736 
6171,1909 
6174,1909 
6175,1908 
6176,1908 
6177,1908 
6179,1909 
6180,1908 
6182,1909 
6185,1908 
6186,1909 
6189,1909 
6191,1908 
6192,1908 
6193,1909 
6230,11
6236,51
6238,686
6239,1358
6240,1909
6241,1909
6243,1909
6245,1909
6247,1909
6252,1909
6253,1909
6255,1909
6258,1909
6259,1909
6261,1909
6262,1909
6263,1909
6266,1824
6268,1824
6269,1824
6271,1824
6272,1824
6275,1866
6276,1866
6278,1866
6279,1866
6283,1866
6284,1866
6285,1866
6287,1866
6288,1866
6291,1866
6297,1866
6298,1866
6300,1866
6303,1866
6304,1866
6305,1866
6306,1866
6307,1866
6308,1866
6309,1866
6311,1866
6312,1866
6313,1866
6314,1866
6315,1866
6317,1866
6318,1866
6323,1866
6324,1866
6325,1866
6336,140
6337,1866
6341,1866
6343,1866
6344,1866
6346,1866
6347,1866
6348,1866
6349,1866
6351,1866
6355,1866
6356,1866
6358,1866
6360,1866
