4851,2
4852,2
4856,8
4861,8
4874,8
4879,49
4888,2
4889,49
4890,49
4892,74
4895,301
4896,301
4905,301
4906,301
4910,301
4915,589
4919,589
4924,589
4925,589
4926,877
4930,877
4935,877
4937,11
4942,1165
4945,32
4947,1165
4953,589
4954,32
4956,1165
4958,1453
4960,1740
4961,1740
4964,1740
4965,1812
4976,1812
4979,2028
4980,2028
4984,2028
4985,2028
4988,2028
4990,2028
5005,590
5013,2028
5017,2028
5020,2028
5021,2028
5024,2028
5026,2028
5027,2028
5028,2028
5029,2028
5030,2028
5038,1884
5043,2064
5045,2064
5048,2064
5052,2064
5056,2064
5059,2064
5060,2064
5068,2064
5069,2064
5071,2064
5072,2064
5073,2064
5076,2064
5078,2064
5080,2064
5083,2064
5085,2064
5091,2064
5093,2064
5095,2064
5096,2064
5097,2064
5101,2064
5102,2064
5105,2064
5106,2064
5107,2064
5108,2064
5109,2064
5110,2064
5111,2064
5112,2064
5116,2064
5117,2064
5149,2
5151,578
5154,2064
5161,2064
5162,2064
5163,2064
5169,2064
5170,2064
5173,2064
5179,2064
5181,2064
5183,2161
5187,2160
5194,2
5196,2160
5197,2160
5198,2160
5199,2208
5205,1728
5206,2208
5209,2208
5210,2208
5211,2208
5213,2208
5219,2028
5222,2028
5223,2028
5229,2208
5246,2
5247,578
5251,2208
5253,2208
5254,2208
5256,2208
5257,2208
5258,2208
5261,2208
5264,2208
5265,2208
5266,2208
5267,2208
5270,2208
5274,2208
5275,2208
5276,2208
5277,2208
5279,2208
5282,2208
5287,2208
5288,2208
5330,3
5331,157
5332,589
5338,1165
5339,2208
5340,2208
5345,2208
5351,2208
5352,2208
5355,2208
5370,1896
5385,9
5386,589
5391,2208
5393,2208
5394,2208
5395,2208
5401,2208
5405,2208
5406,2208
5412,99
5416,2208
5418,2112
5421,2208
5422,4
5423,2208
5424,2208
5426,2208
5427,2208
5433,2028
5437,2208
5439,2208
5441,2208
5442,2208
5443,2208
5446,2208
5448,2208
5450,2208
5451,2208
5456,5
