Fill , Create Time , Duration Stable , Bfield , Peak Inst Lumi , Peak Pileup , Peak Spec Lumi , Delivered Lumi , Recorded Lumi , Eff By Lumi , Eff By Time , Begin Time , to Ready , End Time , Type , Energy , I Beam1 (x10^11) , I Beam2 (x10^11) , nB1 , nB2 , nCol , nTar , xIng (micro rad) , Injection Scheme , Runs , Comments , 
7466, 2018.11.22 12:31:55 , 8 hr 38 min ,3.800170765,3.549431,0.004056,1.322307,57.002187,54.608062,95.8,98.59, 2018.11.22 18:08:58 ,0.982, 2018.11.23 02:46:33 , Ion - PB82 vs PB82,6369,116.74668,117.698556,670,670,607,733,160, 75_150ns_670Pb_607_630_384_42bpi_18inj , 327123 327124 327125 327126  ,  , 
7464, 2018.11.22 00:25:42 , 6 hr 31 min ,3.800170765,2.741379,0.004134,1.280428,38.85664,37.839059,97.381,99.625, 2018.11.22 02:58:12 ,0.82, 2018.11.22 09:29:21 , Ion - PB82 vs PB82,6369,81.86053,83.716698,460,460,460,460,160, 75_150ns_460Pb_460_456_304_42bpi_13inj , 327077 327078  ,  , 
7460, 2018.11.20 23:24:17 , 4 hr 52 min ,3.800170765,2.737384,0.004128,1.240456,34.003045,33.035208,97.154,98.245, 2018.11.21 01:41:28 ,0.744, 2018.11.21 06:33:05 , Ion - PB82 vs PB82,6369,83.212422,84.09839,460,460,460,460,160, 75_150ns_460Pb_460_456_304_36bpi_17inj , 327004 327005  ,  , 
7459, 2018.11.20 20:44:48 , 0 hr 08 min ,3.800170765,2.759582,0.004161,1.229044,1.259632,1.213773,96.359,100, 2018.11.20 23:09:46 ,0.788, 2018.11.20 23:17:58 , Ion - PB82 vs PB82,6369,82.926969,85.138179,460,460,460,460,160, 75_150ns_460Pb_460_456_304_36bpi_17inj ,326998,  , 
7457, 2018.11.20 04:16:54 , 7 hr 16 min ,3.800170765,2.23799,0.002504,1.761038,43.405071,41.78701,96.272,97.259, 2018.11.20 10:03:56 ,0.8, 2018.11.20 17:19:58 , Ion - PB82 vs PB82,6369,97.47056,97.86083,648,648,620,620,160, 100_150ns_648Pb_620_619_52_36bpi_20inj_V2 , 326961 326965  ,  , 
7456, 2018.11.19 18:32:40 , 6 hr 50 min ,3.800170765,2.246081,0.002513,1.789417,41.901305,38.85537,92.731,97.98, 2018.11.19 21:21:09 ,0.875, 2018.11.20 04:11:11 , Ion - PB82 vs PB82,6369,95.387145,97.38486,648,648,620,620,160, 100_150ns_648Pb_620_619_52_36bpi_20inj_V2 , 326941 326942 326943  ,  , 
7454, 2018.11.18 19:15:36 , 16 hr 13 min ,3.800170765,2.25896,0.002527,1.887944,45.349494,40.476777,89.255,95.7, 2018.11.18 23:35:23 ,0.827, 2018.11.19 15:48:37 , Ion - PB82 vs PB82,6369,93.8391,93.747843,648,648,620,620,160, 100_150ns_648Pb_620_619_52_36bpi_20inj_V2 , 326883 326884 326885 326886 326887 326888 326889 326890 326891 326894 326896 326897  ,  , 
7453, 2018.11.18 04:02:34 , 12 hr 34 min ,3.800170765,2.280314,0.002551,1.533305,55.698253,53.048566,95.243,96.703, 2018.11.18 06:36:16 ,0.851, 2018.11.18 19:09:57 , Ion - PB82 vs PB82,6369,102.282014,103.614587,648,648,620,620,160, 100_150ns_648Pb_620_619_52_36bpi_20inj_V2 , 326854 326855 326856 326858 326859  ,  , 
7450, 2018.11.17 00:59:56 , 7 hr 20 min ,3.800170765,2.248013,0.002515,1.806962,42.774692,41.731719,97.562,100, 2018.11.17 03:30:19 ,0.922, 2018.11.17 10:50:21 , Ion - PB82 vs PB82,6369,94.867795,96.668714,648,648,620,620,160, 100_150ns_648Pb_620_619_52_36bpi_20inj_V2 ,326822,  , 
7449, 2018.11.16 15:05:10 , 7 hr 23 min ,3.800170765,2.268526,0.002538,1.595909,45.660313,44.612691,97.706,100, 2018.11.16 17:31:11 ,0.806, 2018.11.17 00:54:16 , Ion - PB82 vs PB82,6369,100.995044,102.401363,648,648,620,620,160, 100_150ns_648Pb_620_619_52_36bpi_20inj_V2 ,326815,  , 
7448, 2018.11.16 05:05:02 , 7 hr 23 min ,3.800170765,2.601882,0.002911,1.638029,44.145986,42.303376,95.826,98.972, 2018.11.16 07:32:05 ,0.821, 2018.11.16 14:54:36 , Ion - PB82 vs PB82,6369,98.534037,101.028284,648,648,620,620,160, 100_150ns_648Pb_620_619_52_36bpi_20inj_V2 , 326790 326791  ,  , 
7447, 2018.11.16 02:41:06 , 0 hr 00 min ,3.800170765,0,0,1.598198,0,0,0,100, 2018.11.16 04:56:45 , n/a , 2018.11.16 04:56:58 , Ion - PB82 vs PB82,6369,99.030317,98.314297,648,648,620,620,160, 100_150ns_648Pb_620_619_52_36bpi_20inj_V2 ,326784,  , 
7446, 2018.11.15 10:44:47 , 7 hr 22 min ,3.800170765,2.267983,0.002537,1.660984,44.601727,43.128613,96.697,100, 2018.11.15 19:13:58 ,0.792, 2018.11.16 02:35:37 , Ion - PB82 vs PB82,6369,99.071914,99.433767,648,648,620,620,160, 100_150ns_648Pb_620_619_52_36bpi_20inj_V2 ,326776,  , 
7444, 2018.11.14 22:20:56 , 7 hr 21 min ,3.800170765,2.252768,0.00252,1.798628,43.066587,41.656133,96.725,100, 2018.11.15 01:56:59 ,0.916, 2018.11.15 09:18:25 , Ion - PB82 vs PB82,6369,96.245561,95.611823,648,648,620,620,160, 100_150ns_648Pb_620_619_52_36bpi_20inj_V2 ,326722,  , 
7443, 2018.11.13 22:54:40 , 6 hr 00 min ,3.800170765,1.913849,0.004609,1.782743,14.210784,13.380175,94.155,98.742, 2018.11.14 16:15:37 ,1, 2018.11.14 22:15:50 , Ion - PB82 vs PB82,6369,91.218132,92.802122,632,632,288,288,160, 100_150ns_648Pb_620_619_52_36bpi_20inj_V2 , 326717 326718  ,  , 
7442, 2018.11.13 14:02:31 , 3 hr 50 min ,3.800170765,2.114577,0.005093,1.551478,11.708915,11.329621,96.761,100, 2018.11.13 18:56:14 ,0.827, 2018.11.13 22:45:49 , Ion - PB82 vs PB82,6369,97.304046,98.672742,632,632,288,288,160, 100_150ns_632Pb_288_316_126_36bpi_20inj ,326676,  , 
7441, 2018.11.13 02:49:56 , 7 hr 26 min ,3.800170765,1.463426,0.003524,2.219417,7.592698,7.12267,93.809,95.44, 2018.11.13 06:28:54 ,0.924, 2018.11.13 13:54:49 , Ion - PB82 vs PB82,6369,83.31954,86.457587,632,632,288,288,160, 100_150ns_632Pb_288_316_126_36bpi_20inj , 326627 326628 326630 326631 326632 326633 326635 326636  ,  , 
7440, 2018.11.12 13:52:02 , 7 hr 42 min ,3.800170765,3.78756,0.004759,1.600658,36.74924,34.533795,93.971,97.577, 2018.11.12 19:02:14 ,0.88, 2018.11.13 02:43:52 , Ion - PB82 vs PB82,6369,100.288566,103.457457,648,648,552,552,160, 100_150ns_648Pb_552_619_75_36bpi_20inj , 326617 326618 326619 326620 326621 326622 326623  ,  , 
7439, 2018.11.12 01:44:39 , 6 hr 60 min ,3.800170765,2.97462,0.003738,1.944141,35.849717,33.102915,92.338,98.348, 2018.11.12 06:41:34 ,0.895, 2018.11.12 13:41:11 , Ion - PB82 vs PB82,6369,91.042758,92.01915,648,648,552,552,160, 100_150ns_648Pb_552_619_75_36bpi_20inj , 326585 326586 326587  ,  , 
7438, 2018.11.11 14:55:14 , 6 hr 40 min ,3.800170765,2.041578,0.003105,2.240526,25.044272,21.391932,85.416,91.639, 2018.11.11 18:58:30 ,0.967, 2018.11.12 01:38:23 , Ion - PB82 vs PB82,6369,78.676712,80.909833,592,592,456,456,160, 100_150ns_592Pb_456_560_132_24bpi_27inj , 326568 326569 326570 326571 326572 326573 326574 326575 326576 326577 326578 326580  ,  , 
7437, 2018.11.11 06:32:15 , 3 hr 53 min ,3.800170765,2.362651,0.003562,2.12298,17.182844,15.122311,88.008,93.608, 2018.11.11 10:54:03 ,0.928, 2018.11.11 14:47:10 , Ion - PB82 vs PB82,6369,65.617485,66.89055,484,484,460,460,160, 100_150ns_484Pb_460_456_53_36bpi_17inj , 326545 326546 326547 326548 326549 326550 326551 326552 326553  ,  , 
7436, 2018.11.10 21:29:59 , 5 hr 38 min ,3.800170765,2.505978,0.003779,2.032012,25.626566,19.233948,75.055,86.829, 2018.11.11 00:45:40 ,0.886, 2018.11.11 06:23:16 , Ion - PB82 vs PB82,6369,64.765748,66.958561,484,484,460,460,160, 100_150ns_484Pb_460_458_53_24bpi_21inj , 326518 326519 326520 326521 326522 326523 326524 326525 326526 326527 326528 326529 326530 326531 326532 326533 326534 326535  ,  , 
7435, 2018.11.10 13:05:44 , 5 hr 36 min ,3.800170765,1.02303,0.002908,2.841413,10.468447,9.273602,88.586,92.702, 2018.11.10 15:46:16 ,0.884, 2018.11.10 21:22:39 , Ion - PB82 vs PB82,6369,30.245213,30.458443,260,260,244,244,160, 100_150ns_260Pb_244_240_35_24bpi_13inj , 326499 326500 326501 326502 326503 326504 326507 326511 326512  ,  , 
7433, 2018.11.09 19:59:36 , 4 hr 14 min ,3.800170765,0.842176,0.002394,3.407076,8.162688,7.312776,89.588,93.437, 2018.11.09 23:15:29 ,0.957, 2018.11.10 03:29:42 , Ion - PB82 vs PB82,6369,27.148401,27.987511,260,260,244,244,160, 100_150ns_260Pb_244_240_35_24bpi_13inj , 326476 326477 326478 326479 326480 326482 326483  ,  , 
7428, 2018.11.09 03:26:31 , 3 hr 09 min ,3.800170765,0.138534,0.002402,3.508299,0.951341,0.938588,98.659,100, 2018.11.09 05:25:00 ,0.976, 2018.11.09 08:34:12 , Ion - PB82 vs PB82,6369,6.605924,6.539622,64,64,40,40,160, 100_150ns_64Pb_40_45_45_20bpi_4inj ,326398,  , 
7427, 2018.11.08 16:56:01 , 7 hr 02 min ,3.800170765,0.189959,0.003294,2.968202,1.737705,1.391954,80.103,87.732, 2018.11.08 20:19:22 ,0.868, 2018.11.09 03:21:11 , Ion - PB82 vs PB82,6369,7.099553,7.110573,64,64,40,40,160, 100_150ns_64Pb_40_45_45_20bpi_4inj , 326381 326382 326383 326384 326388 326389 326390 326392 326393  ,  , 
7407, 2018.11.05 03:37:23 , 1 hr 54 min ,3.800170765,0,3.958,0.006,0.005,0.005,95.731,96.8, 2018.11.05 04:33:58 ,0.856, 2018.11.05 06:27:31 , Proton - PROTON vs PROTON,450,147.545,147.006,152,152,150,150,0, Multi_525ns_152_150_0_0_8bpi_19inj ,326004,  , 
7406, 2018.11.05 01:08:49 , 1 hr 32 min ,3.800170765,0,3.865,0.006,0.004,0.004,98.858,100, 2018.11.05 02:01:10 ,0.805, 2018.11.05 03:33:33 , Proton - PROTON vs PROTON,450,143.981,143.838,152,152,150,150,0, Multi_525ns_152_150_0_0_8bpi_19inj ,326000,  , 
7358, 2018.10.26 03:04:11 , 2 hr 11 min ,3.800556261,0.04,108.128,4.506,3.569,3.18,89.106,95.589, 2018.10.26 06:11:23 ,1.042, 2018.10.26 08:22:53 , Proton - PROTON vs PROTON,6499,48.372,47.698,26,26,26,26,160, 25ns_26b_26_9_12_12bpi_4inj_MD3294 , 325308 325309 325310  ,  ,
7334, 2018.10.23 11:22:40 , 13 hr 25 min ,3.799588456,1.481,41.433,5.729,449.929,413.007,91.794,95.88, 2018.10.23 14:36:55 ,0.77, 2018.10.24 04:01:32 , Proton - PROTON vs PROTON,6499,2541.617,2601.939,2556,2556,2544,2544,160, 25ns_2556b_2544_2215_2332_144bpi_20injV3 , 325159 325168 325169 325170 325172 325173 325174 325175  ,  ,
7333, 2018.10.22 18:48:55 , 13 hr 58 min ,3.799588456,1.928,53.924,6.509,559.946,490.896,87.668,91.005, 2018.10.22 21:17:58 ,0.875, 2018.10.23 11:15:40 , Proton - PROTON vs PROTON,6499,2733.739,2761.86,2556,2556,2544,2544,160, 25ns_2556b_2544_2215_2332_144bpi_20injV3 , 325097 325098 325099 325100 325101 325102 325103 325110 325111 325112 325113 325114 325117  ,  ,
7331, 2018.10.22 12:33:19 , 2 hr 14 min ,3.799588456,1.819,50.884,6.242,127.926,121.177,94.724,100, 2018.10.22 14:06:22 ,0.841, 2018.10.22 16:20:32 , Proton - PROTON vs PROTON,6499,2719.679,2735.312,2556,2556,2544,2544,160, 25ns_2556b_2544_2215_2332_144bpi_20injV3 ,325057,  ,
7328, 2018.10.21 19:44:41 , 10 hr 06 min ,3.799588456,1.893,52.962,6.332,452.292,437.125,96.647,100, 2018.10.21 21:09:40 ,0.773, 2018.10.22 07:15:37 , Proton - PROTON vs PROTON,6499,2759.963,2765.118,2556,2556,2544,2544,160, 25ns_2556b_2544_2215_2332_144bpi_20injV3 ,325022,  ,
7324, 2018.10.21 02:31:46 , 9 hr 52 min ,3.799588456,1.766,49.413,6.233,412.644,377.229,91.418,96.345, 2018.10.21 04:30:35 ,0.846, 2018.10.21 14:22:51 , Proton - PROTON vs PROTON,6499,2675.882,2699.45,2556,2556,2544,2544,160, 25ns_2556b_2544_2215_2332_144bpi_20injV3 , 324997 324998 324999 325000 325001  ,  ,
7321, 2018.10.20 06:01:32 , 14 hr 58 min ,3.799588456,1.862,52.089,6.312,550.832,528.022,95.859,100, 2018.10.20 08:15:17 ,0.837, 2018.10.20 23:13:15 , Proton - PROTON vs PROTON,6499,2725.627,2764.829,2556,2556,2544,2544,160, 25ns_2556b_2544_2215_2332_144bpi_20injV3 ,324980,  ,
7320, 2018.10.19 12:45:03 , 15 hr 08 min ,3.799588456,1.83,51.193,6.005,545.783,522.406,95.717,99.628, 2018.10.19 14:49:06 ,0.779, 2018.10.20 05:57:25 , Proton - PROTON vs PROTON,6499,2766.575,2812.177,2556,2556,2544,2544,160, 25ns_2556b_2544_2215_2332_144bpi_20injV3 , 324968 324970  ,  ,
7317, 2018.10.19 05:14:27 , 0 hr 56 min ,3.799588456,1.858,51.965,6.597,54.227,50.909,93.882,100, 2018.10.19 06:40:06 ,0.811, 2018.10.19 07:35:50 , Proton - PROTON vs PROTON,6499,2667.434,2700.478,2556,2556,2544,2544,160, 25ns_2556b_2544_2215_2332_144bpi_20injV3 ,324897,  ,
7315, 2018.10.18 13:36:09 , 11 hr 19 min ,3.799588456,1.566,43.817,5.99,423.994,408.54,96.355,100, 2018.10.18 16:06:07 ,0.8, 2018.10.19 03:25:10 , Proton - PROTON vs PROTON,6499,2532.477,2647.111,2556,2556,2544,2544,160, 25ns_2556b_2544_2215_2332_144bpi_20injV3 ,324878,  ,
7314, 2018.10.17 21:05:10 , 15 hr 00 min ,3.799588456,1.833,51.279,6.489,546.804,511.605,93.563,98.522, 2018.10.17 22:29:10 ,0.778, 2018.10.18 13:29:16 , Proton - PROTON vs PROTON,6499,2663.023,2710.053,2556,2556,2544,2544,160, 25ns_2556b_2544_2215_2332_144bpi_20injV3 , 324835 324840 324841 324846  ,  ,
7310, 2018.10.17 03:59:15 , 11 hr 45 min ,3.799588456,1.735,48.535,6.545,452.34,434.617,96.082,99.662, 2018.10.17 06:15:19 ,0.886, 2018.10.17 17:59:53 , Proton - PROTON vs PROTON,6499,2590.341,2613.856,2556,2556,2544,2544,160, 25ns_2556b_2544_2215_2332_144bpi_20injV3 , 324785 324791  ,  ,
7309, 2018.10.16 10:52:54 , 14 hr 59 min ,3.799588456,1.784,49.91,6.559,533.421,496.027,92.99,94.8, 2018.10.16 12:55:25 ,0.756, 2018.10.17 03:54:10 , Proton - PROTON vs PROTON,6499,2623.433,2650.011,2556,2556,2544,2544,160, 25ns_2556b_2544_2215_2332_144bpi_20injV3 , 324747 324764 324765 324769 324772  ,  ,
7308, 2018.10.16 05:51:16 , 2 hr 25 min ,3.799588456,0.435,52.48,6.677,31.589,29.722,94.089,96.962, 2018.10.16 08:23:33 ,0.805, 2018.10.16 10:48:23 , Proton - PROTON vs PROTON,6499,637.329,622.515,603,603,590,590,160, 25ns_603b_590_524_542_48bpi_17inj , 324725 324729  ,  ,
7304, 2018.10.14 22:37:11 , 0 hr 13 min ,3.799588456,0.026,29.406,4.338,0.187,0.155,82.682,100, 2018.10.15 01:13:21 ,0.86, 2018.10.15 01:25:52 , Proton - PROTON vs PROTON,6499,71.94,74.146,75,75,62,62,160, 25ns_75b_62_32_62_12bpi_9inj ,324612,  ,
7300, 2018.10.14 06:05:45 , 3 hr 30 min ,3.799588456,0,0.069,0,0.014,0.013,96.023,98.01, 2018.10.14 07:43:22 ,0.783, 2018.10.14 11:13:36 , Proton - PROTON vs PROTON,450,188.888,189.131,152,152,150,150,0, Multi_525ns_152_150_0_0_8bpi_19inj ,324571,  ,
7299, 2018.10.13 23:57:34 , 5 hr 03 min ,3.799588456,0,0.064,0,0.016,0.016,98.883,100, 2018.10.14 00:52:40 ,0.792, 2018.10.14 05:55:32 , Proton - PROTON vs PROTON,450,186.604,182.507,152,152,150,150,0, Multi_525ns_152_150_0_0_8bpi_19inj ,324564,  ,
7274, 2018.10.10 22:11:14 , 4 hr 57 min ,3.799588456,1.834,51.31,6.239,251.94,236.219,93.76,98.624, 2018.10.10 23:34:01 ,0.857, 2018.10.11 04:30:49 , Proton - PROTON vs PROTON,6499,2730.484,2752.647,2556,2556,2544,2544,160, 25ns_2556b_2544_2215_2332_144bpi_20injV3 , 324418 324420  ,  ,
7271, 2018.10.09 14:10:15 , 3 hr 47 min ,3.799588456,1.754,49.074,6.125,195.995,171.925,87.719,91.629, 2018.10.09 16:17:58 ,0.863, 2018.10.09 20:04:32 , Proton - PROTON vs PROTON,6499,2692.472,2719.437,2556,2556,2544,2544,160, 25ns_2556b_2544_2215_2332_144bpi_20injV3 , 324313 324314 324315 324318  ,  ,
7270, 2018.10.08 21:33:35 , 14 hr 58 min ,3.799588456,1.815,50.782,6.266,537.348,518.961,96.578,100, 2018.10.08 23:06:57 ,0.884, 2018.10.09 14:05:14 , Proton - PROTON vs PROTON,6499,2704.98,2734.436,2556,2556,2544,2544,160, 25ns_2556b_2544_2215_2332_144bpi_20injV3 ,324293,  ,
7266, 2018.10.07 22:55:50 , 10 hr 46 min ,3.799588456,1.777,49.717,6.12,437.921,420.794,96.089,100, 2018.10.08 01:30:00 ,0.846, 2018.10.08 12:15:58 , Proton - PROTON vs PROTON,6499,2701.572,2747.002,2556,2556,2544,2544,160, 25ns_2556b_2544_2215_2332_144bpi_20injV3 ,324245,  ,
7265, 2018.10.07 16:40:32 , 1 hr 20 min ,3.799588456,1.883,52.684,6.431,79.706,75.614,94.866,100, 2018.10.07 21:29:04 ,0.846, 2018.10.07 22:49:17 , Proton - PROTON vs PROTON,6499,2711.594,2761.43,2556,2556,2544,2544,160, 25ns_2556b_2544_2215_2332_144bpi_20injV3 ,324237,  ,
7264, 2018.10.06 22:16:29 , 16 hr 30 min ,3.799588456,1.809,50.616,6.24,501.403,469.299,93.597,96.006, 2018.10.06 23:57:10 ,0.921, 2018.10.07 16:27:27 , Proton - PROTON vs PROTON,6499,2703.574,2738.099,2556,2556,2544,2544,160, 25ns_2556b_2544_2215_2332_144bpi_20injV3 , 324201 324202 324205 324206 324207 324209  ,  ,
7259, 2018.10.04 19:45:09 , 9 hr 55 min ,3.799588456,1.937,54.197,6.432,461.98,409.986,88.745,92.236, 2018.10.04 22:19:53 ,0.864, 2018.10.05 08:15:20 , Proton - PROTON vs PROTON,6499,2755.852,2793.295,2556,2556,2544,2544,160, 25ns_2556b_2544_2215_2332_144bpi_20injV3 , 324077 324078  ,  ,
7256, 2018.10.04 00:24:01 , 8 hr 57 min ,3.799588456,1.891,52.903,6.287,408.476,386.486,94.616,98.644, 2018.10.04 01:47:33 ,0.792, 2018.10.04 10:44:28 , Proton - PROTON vs PROTON,6499,2751.409,2797.875,2556,2556,2544,2544,160, 25ns_2556b_2544_2215_2332_144bpi_20injV3 , 324021 324022  ,  ,
7253, 2018.10.03 11:47:06 , 6 hr 44 min ,3.799588456,1.872,52.358,6.153,328.523,292.515,89.039,95.036, 2018.10.03 14:00:21 ,0.868, 2018.10.03 20:44:14 , Proton - PROTON vs PROTON,6499,2769.414,2800.773,2556,2556,2544,2544,160, 25ns_2556b_2544_2215_2332_144bpi_20injV3 , 323976 323978 323980 323983 323997  ,  ,
