Fill , Create Time , Duration Stable , Bfield , Peak Inst Lumi , Peak Pileup , Peak Spec Lumi , Delivered Lumi , Recorded Lumi , Eff By Lumi , Eff By Time , Begin Time , to Ready , End Time , Type , Energy , I Beam1 (x10^11) , I Beam2 (x10^11) , nB1 , nB2 , nCol , nTar , xIng (micro rad) , Injection Scheme , Runs , Comments , 
6189, 2017.09.11 00:17:42 , 13 hr 05 min ,3.800563987,10409.305,38.811,4.749,339.016,327.896,96.72,99.087, 2017.09.11 03:27:40 ,0.931, 2017.09.11 16:32:48 , Proton - PROTON vs PROTON,6499,2047.068,2045.14,1916,1916,1909,1909,150, 25ns_1916b_1909_1042_1560_112bpi_20i8b4e , 302596 302597  ,  ,
6186, 2017.09.10 04:40:30 , 11 hr 55 min ,3.800563987,10401.657,38.782,5.029,316.019,289.744,91.686,94.773, 2017.09.10 07:11:10 ,0.896, 2017.09.10 19:06:02 , Proton - PROTON vs PROTON,6499,1965.593,2002.059,1916,1916,1909,1909,150, 25ns_1916b_1909_1042_1560_112bpi_20i8b4e , 302563 302564 302565 302566 302567 302569 302570 302571 302572 302573  ,  ,
6185, 2017.09.09 23:11:25 , 2 hr 32 min ,3.800563987,10361.131,38.631,4.941,83.287,57.105,68.565,70.93, 2017.09.10 01:58:00 ,0.86, 2017.09.10 04:29:49 , Proton - PROTON vs PROTON,6499,1982.581,2019.699,1916,1916,1908,1909,150, 25ns_1916b_1909_1042_1560_112bpi_20i8b4e , 302548 302549 302550 302551 302552 302553 302554 302555  ,  ,
6182, 2017.09.09 04:57:44 , 9 hr 26 min ,3.800563987,10650.372,39.709,4.917,269.647,248.726,92.241,95.436, 2017.09.09 07:20:39 ,0.917, 2017.09.09 16:47:05 , Proton - PROTON vs PROTON,6499,2032.697,2034.336,1916,1916,1909,1909,150, 25ns_1916b_1909_1042_1560_112bpi_20i8b4e , 302522 302523 302524 302525 302526  ,  ,
6180, 2017.09.08 23:30:48 , 0 hr 22 min ,3.800563987,12344.956,46.028,4.864,13.787,12.697,92.089,93.184, 2017.09.09 02:17:41 ,0.86, 2017.09.09 02:39:12 , Proton - PROTON vs PROTON,6499,2185.169,2217.394,1916,1916,1908,1909,150, 25ns_1916b_1909_1042_1560_112bpi_20i8b4e ,302513,  ,
6179, 2017.09.08 20:07:44 , 0 hr 24 min ,3.800563987,11763.064,43.858,4.595,14.799,13.779,93.105,93.753, 2017.09.08 22:56:05 ,0.941, 2017.09.08 23:20:05 , Proton - PROTON vs PROTON,6499,2196.352,2224.325,1916,1916,1909,1909,150, 25ns_1916b_1909_1042_1560_112bpi_20i8b4e ,302509,  ,
6177, 2017.09.08 03:35:40 , 12 hr 12 min ,3.800563987,11121.289,41.465,4.825,340.891,310.71,91.146,94.337, 2017.09.08 06:03:36 ,1.165, 2017.09.08 18:15:29 , Proton - PROTON vs PROTON,6499,2076.936,2108.425,1916,1916,1908,1909,0, 25ns_1916b_1909_1042_1560_112bpi_20i8b4e , 302484 302485 302486 302487 302488 302489 302490 302491 302492 302493 302494  ,  ,
6176, 2017.09.07 23:10:14 , 2 hr 02 min ,3.800563987,11351.426,42.323,4.089,74.485,70.622,94.815,98.774, 2017.09.08 01:18:26 ,1.01, 2017.09.08 03:20:45 , Proton - PROTON vs PROTON,6499,2108.395,2139.888,1916,1916,1908,1909,150, 25ns_1916b_1909_1042_1560_112bpi_20i8b4e ,302479,  ,
6175, 2017.09.07 09:15:53 , 11 hr 39 min ,3.800563987,10855.46,40.474,4.936,322.434,298.308,92.517,96.402, 2017.09.07 11:25:53 ,0.938, 2017.09.07 23:05:21 , Proton - PROTON vs PROTON,6499,2036.864,2059.321,1916,1916,1908,1909,150, 25ns_1916b_1909_1042_1560_112bpi_20i8b4e , 302472 302473 302474 302475 302476  ,  ,
6174, 2017.09.06 18:27:24 , 12 hr 23 min ,3.800563987,10413.18,38.825,4.924,324.153,315.621,97.368,99.608, 2017.09.06 20:47:45 ,0.896, 2017.09.07 09:10:59 , Proton - PROTON vs PROTON,6499,1998.743,2016.201,1916,1916,1909,1909,150, 25ns_1916b_1909_1042_1560_112bpi_20i8b4e ,302448,  ,
6171, 2017.09.05 23:24:03 , 8 hr 10 min ,3.800563987,10958.413,40.858,4.776,248.604,237.918,95.702,98.087, 2017.09.06 01:56:18 ,0.975, 2017.09.06 10:05:54 , Proton - PROTON vs PROTON,6499,2061.265,2115.245,1916,1916,1909,1909,150, 25ns_1916b_1909_1042_1560_112bpi_20i8b4e , 302392 302393  ,  ,
6170, 2017.09.05 16:05:33 , 4 hr 32 min ,3.800563987,9891.873,40.559,4.7,136.243,130.936,96.104,98.344, 2017.09.05 18:45:45 ,0.959, 2017.09.05 23:17:29 , Proton - PROTON vs PROTON,6499,1904.725,1921.535,1748,1748,1736,1736,150, 25ns_1748b_1736_1034_1656_112bpi_17i8b4e ,302388,  ,
6169, 2017.09.05 06:27:13 , 6 hr 44 min ,3.800563987,8285.198,37.613,4.832,159.624,134.828,84.466,92.079, 2017.09.05 09:15:43 ,0.988, 2017.09.05 15:59:56 , Proton - PROTON vs PROTON,6499,1626.607,1655.671,1580,1580,1568,1568,150, 25ns_1580b_1568_948_1524_112bpi_17i8b4e , 302337 302342 302343 302344 302349 302350  ,  ,
6168, 2017.09.04 23:20:14 , 4 hr 34 min ,3.800563987,7388.598,39.137,4.727,101.31,97.867,96.601,98.929, 2017.09.05 01:48:04 ,0.906, 2017.09.05 06:21:57 , Proton - PROTON vs PROTON,6499,1440.417,1462.472,1356,1356,1344,1344,150, 25ns_1356b_1344_813_1308_112bpi_13i8b4e ,302328,  ,
6167, 2017.09.04 13:44:33 , 5 hr 30 min ,3.800563987,6295.147,40.021,4.727,102.821,99.674,96.94,99.148, 2017.09.04 17:42:04 ,0.923, 2017.09.04 23:12:29 , Proton - PROTON vs PROTON,6499,1219.029,1234.813,1132,1132,1120,1120,150, 25ns_1132b_1120_677_1088_112bpi_13i8b4e ,302322,  ,
6165, 2017.09.03 20:44:53 , 10 hr 25 min ,3.800563987,7336.478,45.344,5.43,189.922,178.378,93.921,96.04, 2017.09.03 22:43:53 ,0.971, 2017.09.04 09:08:26 , Proton - PROTON vs PROTON,6499,1248.144,1264.85,1164,1164,1151,1152,150, 25ns_1164b_1152_1047_1092_96bpi_13inj , 302277 302278 302279 302280  ,  ,
6161, 2017.09.02 17:16:44 , 10 hr 60 min ,3.800563987,9137.772,42.293,5.25,253.085,244.472,96.597,98.873, 2017.09.03 03:30:38 ,1.015, 2017.09.03 14:30:10 , Proton - PROTON vs PROTON,6499,1632.524,1652.519,1550,1550,1537,1538,150, 25ns_1550b_1538_1396_1456_96bpi_19inj , 302262 302263  ,  ,
6160, 2017.09.02 08:22:55 , 6 hr 23 min ,3.800563987,8147.033,43.155,5.278,146.838,140.685,95.81,98.268, 2017.09.02 10:46:14 ,0.865, 2017.09.02 17:09:16 , Proton - PROTON vs PROTON,6499,1434.545,1459.06,1356,1356,1343,1344,150, 25ns_1356b_1344_1221_1272_96bpi_17inj , 302239 302240  ,  ,
6159, 2017.09.02 00:41:20 , 4 hr 35 min ,3.800563987,8224.99,43.568,5.311,112.624,107.863,95.773,98.116, 2017.09.02 03:28:00 ,0.902, 2017.09.02 08:03:07 , Proton - PROTON vs PROTON,6499,1438.108,1462.376,1356,1356,1343,1344,150, 25ns_1356b_1344_1221_1272_96bpi_17inj , 302228 302229  ,  ,
6158, 2017.09.01 15:56:05 , 5 hr 44 min ,3.800563987,6927.463,42.816,0,109.437,106.582,97.391,99.008, 2017.09.01 18:38:03 ,0.934, 2017.09.02 00:22:30 , Proton - PROTON vs PROTON,6499,1267.752,1283.405,1164,1164,1152,1152,150, 25ns_1164b_1152_1047_1092_96bpi_13inj ,302225,  ,
6156, 2017.09.01 01:26:07 , 8 hr 36 min ,3.800563987,7372.441,45.566,4.628,166.529,157.545,94.605,96.927, 2017.09.01 03:32:10 ,0.991, 2017.09.01 12:08:28 , Proton - PROTON vs PROTON,6499,1279.182,1302.24,1164,1164,1152,1152,150, 25ns_1164b_1152_1047_1092_96bpi_13inj , 302163 302165 302166  ,  ,
6155, 2017.08.31 22:50:14 , 0 hr 43 min ,3.800563987,7580.228,46.85,5.264,17.622,16.517,93.732,96.444, 2017.09.01 00:36:41 ,0.931, 2017.09.01 01:19:48 , Proton - PROTON vs PROTON,6499,1284.557,1306.212,1164,1164,1151,1152,150, 25ns_1164b_1152_1047_1092_96bpi_13inj ,302159,  ,
6152, 2017.08.31 09:34:55 , 6 hr 14 min ,3.800563987,7104.723,43.912,5.15,122.304,118.023,96.5,97.754, 2017.08.31 12:17:17 ,1.019, 2017.08.31 18:31:19 , Proton - PROTON vs PROTON,6499,1258.515,1282.77,1164,1164,1151,1152,150, 25ns_1164b_1152_1047_1092_96bpi_13inj , 302131 302132  ,  ,
6147, 2017.08.30 04:09:21 , 14 hr 31 min ,3.800563987,9521.026,44.067,5.194,314.156,269.407,85.756,90.083, 2017.08.30 06:47:42 ,1.037, 2017.08.30 21:18:14 , Proton - PROTON vs PROTON,6499,1667.926,1700.148,1550,1550,1537,1538,150, 25ns_1550b_1538_1396_1456_96bpi_19inj , 302026 302027 302029 302030 302031 302032 302033 302034 302036 302037 302038 302040 302041 302042 302043 302044  ,  ,
6146, 2017.08.30 01:20:04 , 0 hr 22 min ,3.800563987,9242.566,42.778,5.001,10.377,9.61,92.612,93.552, 2017.08.30 03:39:51 ,0.954, 2017.08.30 04:01:33 , Proton - PROTON vs PROTON,6499,1670.886,1713.673,1550,1550,1537,1538,150, 25ns_1550b_1538_1396_1456_96bpi_19inj ,302019,  ,
6143, 2017.08.29 04:29:26 , 13 hr 47 min ,3.800563987,9266.279,42.888,5.054,297.807,287.894,96.671,99.004, 2017.08.29 06:54:00 ,0.947, 2017.08.29 20:40:54 , Proton - PROTON vs PROTON,6499,1667.896,1704.167,1550,1550,1537,1538,150, 25ns_1550b_1538_1396_1456_96bpi_19inj , 301997 301998  ,  ,
6142, 2017.08.28 11:42:54 , 14 hr 12 min ,3.800563987,9646.295,44.647,5.295,309.282,296.826,95.972,98.237, 2017.08.28 14:12:02 ,0.917, 2017.08.29 04:23:51 , Proton - PROTON vs PROTON,6499,1664.218,1694.574,1550,1550,1537,1538,150, 25ns_1550b_1538_1396_1456_96bpi_19inj , 301984 301985 301986 301987  ,  ,
6141, 2017.08.28 08:00:57 , 1 hr 07 min ,3.800563987,9175.993,42.47,5.079,33.279,30.59,91.918,94.256, 2017.08.28 10:21:37 ,0.994, 2017.08.28 11:28:22 , Proton - PROTON vs PROTON,6499,1660.139,1683.993,1550,1550,1538,1538,150, 25ns_1550b_1538_1396_1456_96bpi_19inj , 301969 301970  ,  ,
6140, 2017.08.27 15:40:49 , 13 hr 30 min ,3.800563987,9865.425,45.721,5.211,304.196,294.694,96.876,99.158, 2017.08.27 18:22:15 ,0.923, 2017.08.28 07:52:01 , Proton - PROTON vs PROTON,6499,1698.805,1723.638,1548,1548,1535,1536,150, 25ns_1548b_1536_1396_1456_96bpi_17inj , 301959 301960  ,  ,
6138, 2017.08.27 07:21:22 , 3 hr 30 min ,3.800563987,7312.777,45.197,5.169,78.452,75.839,96.67,99.358, 2017.08.27 09:30:53 ,1.003, 2017.08.27 13:01:06 , Proton - PROTON vs PROTON,6499,1272.318,1297.682,1164,1164,1151,1152,150, 25ns_1164b_1152_1047_1092_96bpi_13inj ,301941,  ,
6136, 2017.08.26 11:35:10 , 5 hr 11 min ,3.800563987,6024.713,44.094,5.118,92.034,87.298,94.854,97.253, 2017.08.26 13:55:43 ,1.046, 2017.08.26 19:06:21 , Proton - PROTON vs PROTON,6499,1068.578,1087.568,985,985,973,973,150, 25ns_985b_973_872_908_96bpi_15inj , 301912 301913 301914  ,  ,
6123, 2017.08.23 23:56:11 , 0 hr 27 min ,3.800563987,14148.747,45.606,5.101,20.314,18.465,90.897,94.857, 2017.08.24 04:22:12 ,1.095, 2017.08.24 04:49:26 , Proton - PROTON vs PROTON,6499,2436.815,2517.431,2220,2220,2208,2208,150, 25ns_2220b_2208_1949_2036_96bpi_24inj ,301694,  ,
6119, 2017.08.23 10:46:56 , 5 hr 54 min ,3.800563987,8741.899,38.129,4.865,142.361,135.768,95.369,98.105, 2017.08.23 12:22:58 ,1.006, 2017.08.23 18:17:24 , Proton - PROTON vs PROTON,6499,1726.234,1757.68,1740,1740,1727,1728,150, 25ns_1740b_1728_1570_1636_96bpi_21inj , 301664 301665  ,  ,
6116, 2017.08.22 13:22:25 , 5 hr 46 min ,3.800563987,9216.158,37.963,5.587,136.219,133.359,97.901,99.609, 2017.08.22 23:20:44 ,0.928, 2017.08.23 05:06:23 , Proton - PROTON vs PROTON,6499,1687.123,1702.917,1740,1740,1727,1728,150, 25ns_1740b_1728_1570_1636_96bpi_21inj ,301627,  ,
6114, 2017.08.22 07:11:42 , 2 hr 21 min ,3.800563987,9081.152,37.407,5.294,67.858,64.461,94.994,97.998, 2017.08.22 08:45:33 ,1.056, 2017.08.22 11:06:17 , Proton - PROTON vs PROTON,6499,1723.151,1734.097,1740,1740,1728,1728,150, 25ns_1740b_1728_1570_1636_96bpi_21inj ,301567,  ,
6110, 2017.08.21 10:42:47 , 12 hr 14 min ,3.800563987,8774.008,36.142,5.666,254.928,221.073,86.72,90.56, 2017.08.21 13:12:24 ,0.993, 2017.08.22 01:26:18 , Proton - PROTON vs PROTON,6499,1639.743,1641.504,1740,1740,1728,1728,150, 25ns_1740b_1728_1570_1636_96bpi_21inj , 301519 301521 301524 301525 301526 301528 301529 301530 301531 301532  ,  ,
6106, 2017.08.20 02:50:13 , 12 hr 50 min ,3.800563987,9348.879,38.51,4.399,295.029,269.245,91.26,94.451, 2017.08.20 14:10:45 ,1.25, 2017.08.21 03:01:10 , Proton - PROTON vs PROTON,6499,1806.178,1832.511,1740,1740,1727,1728,150, 25ns_1740b_1728_1570_1636_96bpi_21inj , 301472 301473 301474 301475 301476 301480  ,  ,
6105, 2017.08.19 20:50:11 , 3 hr 37 min ,3.800563987,9670.756,39.836,5.152,107.24,99.816,93.077,98.685, 2017.08.19 22:59:27 ,1.059, 2017.08.20 02:36:10 , Proton - PROTON vs PROTON,6499,1793.647,1819.733,1740,1740,1727,1728,150, 25ns_1740b_1728_1570_1636_96bpi_21inj ,301461,  ,
6104, 2017.08.19 09:04:22 , 9 hr 33 min ,3.800563987,8903.421,41.262,5.075,214.886,200.429,93.272,96.077, 2017.08.19 11:11:09 ,1.135, 2017.08.19 20:44:19 , Proton - PROTON vs PROTON,6499,1634.104,1657.669,1548,1548,1535,1536,150, 25ns_1548b_1536_1396_1456_96bpi_17inj , 301447 301448 301449 301450  ,  ,
6098, 2017.08.18 10:25:21 , 2 hr 11 min ,3.800563987,10742.571,39.824,5.022,74.58,70.323,94.292,97.88, 2017.08.18 12:40:17 ,1.127, 2017.08.18 14:50:48 , Proton - PROTON vs PROTON,6499,2017.368,2040.1,1932,1932,1919,1920,150, 25ns_1932b_1920_1745_1820_96bpi_21inj ,301417,  ,
6097, 2017.08.17 18:57:48 , 12 hr 37 min ,3.800563987,9968.79,41.064,4.974,296.122,263.031,88.825,93.359, 2017.08.17 21:42:26 ,1.07, 2017.08.18 10:19:05 , Proton - PROTON vs PROTON,6499,1849.037,1883.478,1740,1740,1727,1728,150, 25ns_1740b_1728_1570_1636_96bpi_21inj , 301391 301392 301393 301394 301395 301396 301397 301398 301399  ,  ,
6096, 2017.08.17 14:17:16 , 3 hr 13 min ,3.800563987,10327.474,42.541,5.132,102.822,96.341,93.698,96.814, 2017.08.17 15:36:19 ,1.044, 2017.08.17 18:48:49 , Proton - PROTON vs PROTON,6499,1853.413,1884.758,1740,1740,1728,1728,0, 25ns_1740b_1728_1570_1636_96bpi_21inj , 301383 301384  ,  ,
6094, 2017.08.17 07:47:18 , 1 hr 53 min ,3.800563987,10322.753,42.522,5.009,62.674,58.799,93.817,97.574, 2017.08.17 11:06:01 ,1.017, 2017.08.17 12:58:42 , Proton - PROTON vs PROTON,6499,1873.086,1913.204,1740,1740,1728,1728,150, 25ns_1740b_1728_1570_1636_96bpi_21inj ,301359,  ,
6093, 2017.08.17 03:12:31 , 2 hr 11 min ,3.800563987,10207.006,42.045,5.036,70.246,66.046,94.021,97.856, 2017.08.17 05:30:07 ,1.087, 2017.08.17 07:40:41 , Proton - PROTON vs PROTON,6499,1837.777,1918.768,1740,1740,1727,1728,150, 25ns_1740b_1728_1570_1636_96bpi_21inj ,301330,  ,
6091, 2017.08.16 15:20:02 , 6 hr 15 min ,3.800563987,10019.682,41.273,5.09,178.087,168.463,94.596,98.712, 2017.08.16 18:20:05 ,1.078, 2017.08.17 00:35:25 , Proton - PROTON vs PROTON,6499,1826.284,1870.855,1740,1740,1728,1728,150, 25ns_1740b_1728_1570_1636_96bpi_21inj ,301323,  ,
6090, 2017.08.16 05:50:49 , 5 hr 59 min ,3.800563987,9616.683,44.568,5.116,165.804,158.238,95.437,99.248, 2017.08.16 09:09:55 ,1.046, 2017.08.16 15:08:57 , Proton - PROTON vs PROTON,6499,1687.112,1718.17,1548,1548,1535,1536,150, 25ns_1548b_1536_1396_1456_96bpi_17inj ,301298,  ,
6089, 2017.08.15 20:45:26 , 6 hr 39 min ,3.800563987,7920.813,41.963,5.04,149.44,141.184,94.475,97.458, 2017.08.15 23:06:21 ,1.114, 2017.08.16 05:45:00 , Proton - PROTON vs PROTON,6499,1436.411,1486.033,1356,1356,1343,1344,150, 25ns_1356b_1344_1221_1272_96bpi_17inj , 301281 301283  ,  ,
6086, 2017.08.15 06:38:01 , 2 hr 48 min ,3.800563987,8253.812,43.721,5.027,71.778,63.875,88.99,92.983, 2017.08.15 07:56:51 ,1.064, 2017.08.15 10:44:32 , Proton - PROTON vs PROTON,6499,1476.884,1504.067,1356,1356,1344,1344,150, 25ns_1356b_1344_1221_1272_96bpi_17inj , 301179 301180 301183  ,  ,
6084, 2017.08.14 20:15:22 , 6 hr 01 min ,3.800563987,7167.694,44.301,5.063,123.133,115.681,93.948,96.945, 2017.08.14 21:36:55 ,1.099, 2017.08.15 03:37:32 , Proton - PROTON vs PROTON,6499,1269.862,1297.258,1164,1164,1152,1152,150, 25ns_1164b_1152_1047_1092_96bpi_13inj , 301161 301165  ,  ,
6082, 2017.08.14 09:37:41 , 6 hr 02 min ,3.800563987,6193.45,45.329,5.156,104.957,99.141,94.458,97.568, 2017.08.14 12:09:19 ,1.089, 2017.08.14 18:11:14 , Proton - PROTON vs PROTON,6499,1080.884,1093.631,985,985,972,973,150, 25ns_985b_973_872_908_96bpi_15inj , 301141 301142  ,  ,
6079, 2017.08.13 23:33:25 , 2 hr 59 min ,3.800563987,3523.777,42.56,5.148,22.92,19.941,87.002,79.838, 2017.08.14 01:32:42 ,1.108, 2017.08.14 04:31:16 , Proton - PROTON vs PROTON,6499,640.992,651.673,601,601,589,589,150, 25ns_601b_589_523_544_96bpi_11inj_v3 , 301086 301087 301088  ,  ,
6072, 2017.08.11 22:09:40 , 0 hr 31 min ,3.800563987,3234.184,39.062,4.791,5.806,4.481,77.178,80.942, 2017.08.12 01:31:33 ,1.016, 2017.08.12 02:02:25 , Proton - PROTON vs PROTON,6499,638.32,644.061,601,601,589,589,150, 25ns_601b_589_523_544_96bpi_11inj_v2 ,301046,  ,
6061, 2017.08.09 19:11:13 , 9 hr 24 min ,3.800563987,17412.453,46.132,4.649,427.108,362.752,84.932,93.851, 2017.08.09 21:45:09 ,0.979, 2017.08.10 07:09:29 , Proton - PROTON vs PROTON,6499,3040.595,3144.473,2556,2556,2542,2544,150, 25ns_2556b_2544_2215_2332_144bpi_20inj , 300806 300811 300812 300816 300817  ,  ,
6060, 2017.08.09 01:27:20 , 14 hr 20 min ,3.800563987,15002.364,41.968,4.462,496.653,440.196,88.633,95.465, 2017.08.09 04:46:27 ,1.041, 2017.08.09 19:06:07 , Proton - PROTON vs PROTON,6499,2902.056,2971.67,2556,2556,2543,2544,150, 25ns_2556b_2544_2215_2332_144bpi_20inj , 300777 300780 300781 300785  ,  ,
6057, 2017.08.08 14:12:53 , 2 hr 02 min ,3.800563987,16094.222,45.023,4.504,105.106,89.513,85.164,97.233, 2017.08.08 16:59:22 ,3.842, 2017.08.08 19:01:02 , Proton - PROTON vs PROTON,6499,2981.265,3056.498,2556,2556,2543,2544,150, 25ns_2556b_2544_2215_2332_144bpi_20inj ,300742,  ,
6055, 2017.08.08 07:43:33 , 0 hr 58 min ,3.800547425,15152.687,42.389,4.608,48.053,26.723,55.611,61.444, 2017.08.08 10:44:12 ,0.995, 2017.08.08 11:42:07 , Proton - PROTON vs PROTON,6499,2855.12,2937.393,2556,2556,2544,2544,150, 25ns_2556b_2544_2215_2332_144bpi_20inj , 300673 300674 300675 300676  ,  ,
6054, 2017.08.07 12:15:57 , 16 hr 05 min ,3.800541215,15464.855,43.262,4.544,561.306,492.029,87.658,95.38, 2017.08.07 15:32:30 ,1.024, 2017.08.08 07:37:26 , Proton - PROTON vs PROTON,6499,2887.396,3005.997,2556,2556,2543,2544,150, 25ns_2556b_2544_2215_2332_144bpi_20inj , 300631 300632 300633 300635 300636  ,  ,
6053, 2017.08.07 00:15:23 , 9 hr 05 min ,3.800541215,14671.815,41.043,4.386,353.799,310.592,87.788,95.358, 2017.08.07 02:49:47 ,1.142, 2017.08.07 11:55:11 , Proton - PROTON vs PROTON,6499,2897.83,2950.821,2556,2556,2543,2544,150, 25ns_2556b_2544_2215_2332_144bpi_20inj , 300574 300575 300576  ,  ,
6052, 2017.08.06 05:32:09 , 17 hr 08 min ,3.800541215,15858.664,44.364,4.797,486.921,394.498,81.019,91.145, 2017.08.06 07:00:43 ,1.163, 2017.08.07 00:08:44 , Proton - PROTON vs PROTON,6499,2858.505,2948.205,2556,2556,2543,2544,150, 25ns_2556b_2544_2215_2332_144bpi_20inj , 300538 300539 300545 300548 300551 300552 300558 300560 300561  ,  ,
6050, 2017.08.05 09:09:05 , 15 hr 52 min ,3.800541215,16263.648,45.497,4.782,523.394,465.553,88.949,87.16, 2017.08.05 11:59:47 ,1.274, 2017.08.06 03:51:51 , Proton - PROTON vs PROTON,6499,2912.61,2971.894,2556,2556,2543,2544,150, 25ns_2556b_2544_2215_2332_144bpi_20inj , 300514 300515 300516 300517  ,  ,
6048, 2017.08.05 05:04:58 , 1 hr 15 min ,3.800541215,16717.352,46.766,4.9,67.379,41.25,61.221,78.96, 2017.08.05 07:31:12 ,1.093, 2017.08.05 08:46:09 , Proton - PROTON vs PROTON,6499,2915.435,2984.226,2556,2556,2543,2544,150, 25ns_2556b_2544_2215_2332_144bpi_20inj , 300497 300498 300499 300500  ,  ,
6046, 2017.08.04 08:24:27 , 14 hr 05 min ,3.800541215,15341.445,42.917,4.665,487.797,423.106,86.738,94.106, 2017.08.04 12:15:11 ,1.215, 2017.08.05 02:20:38 , Proton - PROTON vs PROTON,6499,2872.655,2920.328,2556,2556,2543,2544,150, 25ns_2556b_2544_2215_2332_144bpi_20inj , 300459 300461 300462 300463 300464 300466 300467  ,  ,
6044, 2017.08.03 16:56:43 , 11 hr 32 min ,3.800541215,15506.279,43.378,3.741,440.301,351.224,79.769,89.053, 2017.08.03 18:45:37 ,0.99, 2017.08.04 06:17:35 , Proton - PROTON vs PROTON,6499,2912.007,2959.376,2556,2556,2543,2544,150, 25ns_2556b_2544_2215_2332_144bpi_20inj , 300389 300390 300391 300392 300393 300394 300395 300396 300397 300398 300399 300400 300401  ,  ,
6041, 2017.08.03 09:37:12 , 2 hr 23 min ,3.800541215,14494.731,40.548,4.581,110.519,60.687,54.911,61.823, 2017.08.03 12:11:26 ,0.968, 2017.08.03 14:34:40 , Proton - PROTON vs PROTON,6499,2801.237,2871.989,2556,2556,2543,2544,150, 25ns_2556b_2544_2215_2332_144bpi_20inj , 300364 300365 300366 300367 300368 300369 300370 300371 300372 300373 300374 300375  ,  ,
6035, 2017.08.02 02:26:07 , 10 hr 44 min ,3.800541215,15909.836,44.507,4.774,423.139,353.565,83.558,92.016, 2017.08.02 04:44:06 ,3.436, 2017.08.02 15:27:39 , Proton - PROTON vs PROTON,6499,2873.24,2952.024,2556,2556,2544,2544,150, 25ns_2556b_2544_2215_2332_144bpi_20inj , 300280 300281 300282 300283 300284  ,  ,
6031, 2017.07.31 19:47:37 , 14 hr 27 min ,3.800541215,16291.052,45.573,4.863,522.253,450.956,86.348,92.624, 2017.07.31 22:06:51 ,1.131, 2017.08.01 12:33:25 , Proton - PROTON vs PROTON,6499,2873.631,2968.016,2556,2556,2543,2544,150, 25ns_2556b_2544_2215_2332_144bpi_20inj , 300233 300234 300235 300236 300237 300238 300239 300240 300241  ,  ,
6030, 2017.07.31 14:30:24 , 2 hr 39 min ,3.800541215,16148.129,45.173,4.765,135.598,119.244,87.94,98.365, 2017.07.31 17:01:55 ,0.881, 2017.07.31 19:40:57 , Proton - PROTON vs PROTON,6499,2905.535,2970.087,2556,2556,2544,2544,150, 25ns_2556b_2544_2215_2332_144bpi_20inj ,300226,  ,
6026, 2017.07.30 16:19:49 , 15 hr 37 min ,3.800541215,14730.627,41.208,4.632,523.113,472.043,90.237,97.737, 2017.07.30 18:48:12 ,1.074, 2017.07.31 10:25:01 , Proton - PROTON vs PROTON,6499,2800.694,2890.234,2556,2556,2544,2544,150, 25ns_2556b_2544_2215_2332_144bpi_20inj , 300155 300156 300157  ,  ,
6024, 2017.07.29 19:48:33 , 16 hr 04 min ,3.800541215,15083.869,42.196,4.754,535.15,484.057,90.453,97.235, 2017.07.29 21:41:30 ,3.838, 2017.07.30 13:45:52 , Proton - PROTON vs PROTON,6499,2809.459,2876.253,2556,2556,2544,2544,150, 25ns_2556b_2544_2215_2332_144bpi_20inj , 300122 300123 300124  ,  ,
6021, 2017.07.29 13:24:18 , 0 hr 14 min ,3.800541215,15478.663,43.301,4.797,10.769,7.159,66.478,82.428, 2017.07.29 16:44:37 ,0.985, 2017.07.29 16:58:45 , Proton - PROTON vs PROTON,6499,2835.405,2901.954,2556,2556,2543,2544,150, 25ns_2556b_2544_2215_2332_144bpi_20inj ,300117,  ,
6020, 2017.07.29 09:53:04 , 1 hr 05 min ,3.800541215,15561.853,43.533,4.789,54.78,35.22,64.294,82.905, 2017.07.29 12:11:22 ,1.041, 2017.07.29 13:16:18 , Proton - PROTON vs PROTON,6499,2845.03,2903.513,2556,2556,2544,2544,150, 25ns_2556b_2544_2215_2332_144bpi_20inj , 300104 300105 300106 300107  ,  ,
6019, 2017.07.29 00:15:04 , 3 hr 24 min ,3.800541215,3594.067,43.262,4.982,14.872,13.962,93.884,95.808, 2017.07.29 06:22:09 ,1.031, 2017.07.29 09:46:07 , Proton - PROTON vs PROTON,6499,663.379,673.107,603,603,591,591,150, 25ns_603b_591_526_552_144bpi_9inj , 300087 300088  ,  ,
6018, 2017.07.28 22:36:51 , 0 hr 11 min ,3.800541215,3912.165,47.091,4.938,2.05,1.722,83.984,76.933, 2017.07.28 23:52:45 ,0.899, 2017.07.29 00:03:57 , Proton - PROTON vs PROTON,6499,691.565,702.4,603,603,590,591,150, 25ns_603b_591_526_552_144bpi_9inj ,300079,  ,
6016, 2017.07.28 01:41:38 , 16 hr 15 min ,3.800541215,2.853,0.634,0.11,0.122,0.116,95.169,96.644, 2017.07.28 03:52:57 ,0.897, 2017.07.28 20:07:53 , Proton - PROTON vs PROTON,6499,45.555,45.736,52,52,32,32,0, Multi_52b_52b_32_12_8_4bpi_13inj , 300015 300016 300017 300018 300019 300027 300029 300043 300049 300050  ,  ,
